"source_key","osm_type","osm_id","scope","categories","source_version","derived_world_status","derived_object_key","part_keys","chunk_ids","representation_kind","dimension_rule","height_m","composite_key","note","vertex_count","triangle_count","collision_triangle_count","validation"
"w1375156159","way","1375156159","playable","roads_paths","1","represented","road:w1375156159","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156160","way","1375156160","playable","roads_paths","1","represented","road:w1375156160","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156161","way","1375156161","playable","roads_paths","1","represented","road:w1375156161","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1375156162","way","1375156162","playable","roads_paths","1","represented","road:w1375156162","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1428130463","way","1428130463","playable","roads_paths","1","represented","road:w1428130463","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1428130464","way","1428130464","playable","roads_paths","1","represented","road:w1428130464","roads-pedestrian:x_0__z_2;roads:x_0__z_2","x_0__z_2","direct","","","","","1364","1048","0","pass"
"w1472754371","way","1472754371","playable","roads_paths","2","represented","road:w1472754371","roads-pedestrian:x_-1__z_3;roads:x_-1__z_3","x_-1__z_3","direct","","","","","1676","1324","0","pass"
"w1473022590","way","1473022590","playable","roads_paths","3","represented","road:w1473022590","roads-pedestrian:x_-1__z_1;roads:x_-1__z_1","x_-1__z_1","direct","","","","","2477","1772","0","pass"
"w1473022591","way","1473022591","playable","roads_paths","3","represented","road:w1473022591","roads-pedestrian:x_-2__z_1;roads:x_-2__z_1","x_-2__z_1","direct","","","","","785","517","0","pass"
"w1473022592","way","1473022592","playable","roads_paths","1","represented","road:w1473022592","roads-pedestrian:x_-3__z_-1;roads:x_-3__z_-1","x_-3__z_-1","direct","","","","","885","605","0","pass"
"w1473022593","way","1473022593","playable","roads_paths","1","represented","road:w1473022593","roads:x_-3__z_-1","x_-3__z_-1","direct","","","","","524","366","0","pass"
"w1473022594","way","1473022594","playable","roads_paths","1","represented","road:w1473022594","roads:x_-3__z_-2","x_-3__z_-2","direct","","","","","811","617","0","pass"
"w1473022595","way","1473022595","playable","roads_paths","1","represented","road:w1473022595","roads:x_-3__z_-2","x_-3__z_-2","direct","","","","","811","617","0","pass"
"w1473022597","way","1473022597","playable","roads_paths","1","represented","road:w1473022597","roads:x_-1__z_-4","x_-1__z_-4","direct","","","","","584","432","0","pass"
"w1473022598","way","1473022598","playable","roads_paths","1","represented","road:w1473022598","roads:x_-1__z_-4;roads:x_0__z_-4","x_-1__z_-4;x_0__z_-4","direct","","","","","776","580","0","pass"
"w1473022599","way","1473022599","playable","roads_paths","1","represented","road:w1473022599","roads:x_-1__z_-4","x_-1__z_-4","direct","","","","","584","432","0","pass"
"w1473022600","way","1473022600","playable","roads_paths","1","represented","road:w1473022600","roads:x_0__z_-4","x_0__z_-4","direct","","","","","192","148","0","pass"
"w1473022601","way","1473022601","playable","roads_paths","1","represented","road:w1473022601","roads:x_0__z_-4","x_0__z_-4","direct","","","","","192","148","0","pass"
"w1473022603","way","1473022603","playable","roads_paths","2","represented","road:w1473022603","roads:x_0__z_-3","x_0__z_-3","direct","","","","","365","231","0","pass"
"w1473022604","way","1473022604","playable","roads_paths","1","represented","road:w1473022604","roads:x_0__z_-3","x_0__z_-3","direct","","","","","365","231","0","pass"
"w1473022605","way","1473022605","playable","roads_paths","1","represented","road:w1473022605","roads:x_0__z_-3","x_0__z_-3","direct","","","","","365","231","0","pass"
"w1473022606","way","1473022606","playable","roads_paths","1","represented","road:w1473022606","roads-pedestrian:x_-1__z_-3;roads:x_-1__z_-3","x_-1__z_-3","direct","","","","","930","688","0","pass"
"w1473022607","way","1473022607","playable","roads_paths","1","represented","road:w1473022607","roads:x_-2__z_-2","x_-2__z_-2","direct","","","","","1102","834","0","pass"
"w1473022608","way","1473022608","playable","roads_paths","1","represented","road:w1473022608","roads:x_-2__z_-2","x_-2__z_-2","direct","","","","","1102","834","0","pass"
"w1473022609","way","1473022609","playable","roads_paths","1","represented","road:w1473022609","roads:x_-2__z_-2","x_-2__z_-2","direct","","","","","1102","834","0","pass"
"w1473022610","way","1473022610","playable","roads_paths","1","represented","road:w1473022610","roads:x_-1__z_-2","x_-1__z_-2","direct","","","","","548","376","0","pass"
"w1473022611","way","1473022611","playable","roads_paths","1","represented","road:w1473022611","roads:x_-1__z_-1;roads:x_-1__z_-2;roads:x_0__z_-2","x_-1__z_-2;x_-1__z_-1;x_0__z_-2","direct","","","","","2301","1603","0","pass"
"w1473022612","way","1473022612","playable","roads_paths","1","represented","road:w1473022612","roads:x_-1__z_-1;roads:x_-1__z_-2","x_-1__z_-2;x_-1__z_-1","direct","","","","","1700","1186","0","pass"
"w1473022613","way","1473022613","playable","roads_paths","1","represented","road:w1473022613","roads:x_-1__z_-2;roads:x_0__z_-2","x_-1__z_-2;x_0__z_-2","direct","","","","","1149","793","0","pass"
"w1473022614","way","1473022614","playable","roads_paths","1","represented","road:w1473022614","roads:x_-1__z_-1;roads:x_0__z_-1;roads:x_0__z_-2","x_-1__z_-1;x_0__z_-2;x_0__z_-1","direct","","","","","2448","1712","0","pass"
"w1473022615","way","1473022615","playable","roads_paths","1","represented","road:w1473022615","roads:x_0__z_-1","x_0__z_-1","direct","","","","","695","485","0","pass"
"w1473022616","way","1473022616","playable","roads_paths","1","represented","road:w1473022616","roads:x_-1__z_-1;roads:x_0__z_-1","x_-1__z_-1;x_0__z_-1","direct","","","","","1847","1295","0","pass"
"w1473022617","way","1473022617","playable","roads_paths","1","represented","road:w1473022617","roads:x_-1__z_-1;roads:x_0__z_-1","x_-1__z_-1;x_0__z_-1","direct","","","","","1847","1295","0","pass"
"w1473022618","way","1473022618","playable","roads_paths","1","represented","road:w1473022618","roads:x_0__z_-1","x_0__z_-1","direct","","","","","695","485","0","pass"
"w1473022619","way","1473022619","playable","roads_paths","1","represented","road:w1473022619","roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1152","810","0","pass"
"w1473022620","way","1473022620","playable","roads_paths","1","represented","road:w1473022620","roads:x_-1__z_-1","x_-1__z_-1","direct","","","","","1152","810","0","pass"
"w1473022621","way","1473022621","playable","roads_paths","1","represented","road:w1473022621","roads:x_-1__z_-1;roads:x_-1__z_-2","x_-1__z_-2;x_-1__z_-1","direct","","","","","1700","1186","0","pass"
"w1473022622","way","1473022622","playable","roads_paths","1","represented","road:w1473022622","roads:x_0__z_-2","x_0__z_-2","direct","","","","","601","417","0","pass"
"w1473253272","way","1473253272","playable","roads_paths","1","represented","road:w1473253272","roads:x_1__z_0","x_1__z_0","direct","","","","","392","252","0","pass"
"w1473253273","way","1473253273","playable","roads_paths","1","represented","road:w1473253273","roads:x_2__z_1","x_2__z_1","direct","","","","","179","101","0","pass"
"w1473253274","way","1473253274","playable","roads_paths","2","represented","road:w1473253274","roads:x_1__z_2","x_1__z_2","direct","","","","","360","248","0","pass"
"w1473253275","way","1473253275","playable","roads_paths","1","represented","road:w1473253275","roads:x_1__z_0","x_1__z_0","direct","","","","","392","252","0","pass"
"w1473253277","way","1473253277","playable","roads_paths","1","represented","road:w1473253277","roads:x_-1__z_-1;roads:x_-1__z_0;roads:x_-2__z_-1;roads:x_-2__z_-2","x_-2__z_-2;x_-2__z_-1;x_-1__z_-1;x_-1__z_0","direct","","","","","5140","3806","0","pass"
"w1473253278","way","1473253278","playable","roads_paths","1","represented","road:w1473253278","roads:x_-1__z_0","x_-1__z_0","direct","","","","","1262","886","0","pass"
"w1473253279","way","1473253279","playable","roads_paths","1","represented","road:w1473253279","roads:x_-1__z_0","x_-1__z_0","direct","","","","","1262","886","0","pass"
"w1473253280","way","1473253280","playable","roads_paths","1","represented","road:w1473253280","roads:x_-1__z_0","x_-1__z_0","direct","","","","","1262","886","0","pass"
"w1473253281","way","1473253281","playable","roads_paths","1","represented","road:w1473253281","roads:x_-1__z_0","x_-1__z_0","direct","","","","","1262","886","0","pass"
"w1473253282","way","1473253282","playable","roads_paths","1","represented","road:w1473253282","roads:x_-1__z_2;roads:x_-1__z_3","x_-1__z_2;x_-1__z_3","direct","","","","","2333","1790","0","pass"
"w1473253283","way","1473253283","playable","roads_paths","1","represented","road:w1473253283","roads:x_-1__z_-2","x_-1__z_-2","direct","","","","","548","376","0","pass"
"w1473253284","way","1473253284","playable","roads_paths","1","represented","road:w1473253284","roads:x_-1__z_-2","x_-1__z_-2","direct","","","","","548","376","0","pass"
"w1473253285","way","1473253285","playable","roads_paths","1","represented","road:w1473253285","roads:x_-1__z_-2","x_-1__z_-2","direct","","","","","548","376","0","pass"
"w1512043163","way","1512043163","playable","roads_paths","1","represented","road:w1512043163","roads:x_1__z_2","x_1__z_2","direct","","","","","360","248","0","pass"
"w1512043164","way","1512043164","playable","roads_paths","1","represented","road:w1512043164","roads:x_1__z_2","x_1__z_2","direct","","","","","360","248","0","pass"
"w1512043165","way","1512043165","playable","roads_paths","1","represented","road:w1512043165","roads:x_1__z_2","x_1__z_2","direct","","","","","360","248","0","pass"
"w1530613461","way","1530613461","playable","roads_paths","1","represented","road:w1530613461","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads-pedestrian:x_-2__z_1;roads:x_-1__z_1;roads:x_-1__z_2;roads:x_-2__z_1","x_-2__z_1;x_-1__z_1;x_-1__z_2","direct","","","","","5609","4038","0","pass"
"w1530613463","way","1530613463","playable","roads_paths","1","represented","road:w1530613463","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1530613464","way","1530613464","playable","roads_paths","1","represented","road:w1530613464","roads-pedestrian:x_-1__z_2;roads:x_-1__z_2","x_-1__z_2","direct","","","","","2347","1749","0","pass"
"w1530613465","way","1530613465","playable","roads_paths","1","represented","road:w1530613465","roads-pedestrian:x_-2__z_0;roads:x_-2__z_0","x_-2__z_0","direct","","","","","2432","1948","0","pass"
"w1530613466","way","1530613466","playable","roads_paths","1","represented","road:w1530613466","roads-pedestrian:x_-2__z_0;roads-pedestrian:x_-2__z_1;roads:x_-2__z_0;roads:x_-2__z_1","x_-2__z_0;x_-2__z_1","direct","","","","","3217","2465","0","pass"
"w1530615890","way","1530615890","playable","roads_paths","1","represented","road:w1530615890","roads-pedestrian:x_-1__z_1;roads-pedestrian:x_-1__z_2;roads-pedestrian:x_-2__z_0;roads-pedestrian:x_-2__z_1;roads:x_-1__z_1;roads:x_-1__z_2;roads:x_-2__z_0;roads:x_-2__z_1","x_-2__z_0;x_-2__z_1;x_-1__z_1;x_-1__z_2","direct","","","","","8041","5986","0","pass"
"r17241151","relation","17241151","playable","major_area","1","represented","area:r17241151","area:r17241151:x_-1__z_-1;area:r17241151:x_-1__z_-2;area:r17241151:x_-1__z_-3;area:r17241151:x_-1__z_-4;area:r17241151:x_-1__z_0;area:r17241151:x_-2__z_-1;area:r17241151:x_-2__z_-2;area:r17241151:x_-2__z_-3;area:r17241151:x_-2__z_-4;area:r17241151:x_-2__z_0;area:r17241151:x_-3__z_-1;area:r17241151:x_-3__z_-2;area:r17241151:x_-3__z_-3;area:r17241151:x_-3__z_-4;area:r17241151:x_-3__z_0","x_-3__z_-4;x_-3__z_-3;x_-3__z_-2;x_-3__z_-1;x_-3__z_0;x_-2__z_-4;x_-2__z_-3;x_-2__z_-2;x_-2__z_-1;x_-2__z_0;x_-1__z_-4;x_-1__z_-3;x_-1__z_-2;x_-1__z_-1;x_-1__z_0","direct","","","","","2728","1012","0","pass"
"r17241152","relation","17241152","playable","major_area","1","represented","area:r17241152","area:r17241152:x_-3__z_-1;area:r17241152:x_-3__z_-2","x_-3__z_-2;x_-3__z_-1","direct","","","","","255","113","0","pass"
"r19585233","relation","19585233","playable","major_area","2","represented","area:r19585233","area:r19585233:x_-1__z_2;area:r19585233:x_-1__z_3;area:r19585233:x_0__z_2;area:r19585233:x_0__z_3","x_-1__z_2;x_-1__z_3;x_0__z_2;x_0__z_3","direct","","","","","262","132","0","pass"
"w28353177","way","28353177","playable","major_area","5","represented","area:w28353177","area:w28353177:x_2__z_-1;area:w28353177:x_2__z_0","x_2__z_-1;x_2__z_0","direct","","","","","82","36","0","pass"
"w28356842","way","28356842","playable","major_area","3","represented","area:w28356842","area:w28356842:x_-1__z_0","x_-1__z_0","direct","","","","","20","10","0","pass"
"w28356874","way","28356874","playable","major_area","7","represented","area:w28356874","area:w28356874:x_-2__z_0","x_-2__z_0","direct","","","","","110","54","0","pass"
"w28356892","way","28356892","playable","major_area","7","represented","area:w28356892","area:w28356892:x_-1__z_1;area:w28356892:x_0__z_1","x_-1__z_1;x_0__z_1","direct","","","","","56","26","0","pass"
"w34313521","way","34313521","playable","building;major_area","4","represented","building:w34313521","building:w34313521:roof;building:w34313521:wall","x_-1__z_0","direct","osm_height","6","","","156","82","82","pass"
"w34313547","way","34313547","playable","building;major_area","6","represented","building:w34313547","building:w34313547:roof;building:w34313547:wall","x_0__z_-2","direct","osm_height","9","","","128","66","66","pass"
"w52721884","way","52721884","playable","major_area","2","represented","area:w52721884","area:w52721884:x_-1__z_-3","x_-1__z_-3","direct","","","","","52","26","0","pass"
"w95934095","way","95934095","playable","major_area","2","represented","area:w95934095","area:w95934095:x_-2__z_-3","x_-2__z_-3","direct","","","","","30","14","0","pass"
"w95934109","way","95934109","playable","major_area","2","represented","area:w95934109","area:w95934109:x_-2__z_-2;area:w95934109:x_-3__z_-2","x_-3__z_-2;x_-2__z_-2","direct","","","","","26","14","0","pass"
"w95934133","way","95934133","playable","major_area","2","represented","area:w95934133","area:w95934133:x_-2__z_-2;area:w95934133:x_-3__z_-2","x_-3__z_-2;x_-2__z_-2","direct","","","","","26","12","0","pass"
"w95934134","way","95934134","playable","major_area","2","represented","area:w95934134","area:w95934134:x_-3__z_-2;area:w95934134:x_-3__z_-3","x_-3__z_-3;x_-3__z_-2","direct","","","","","44","22","0","pass"
"w95934141","way","95934141","playable","major_area","2","represented","area:w95934141","area:w95934141:x_-3__z_-3","x_-3__z_-3","direct","","","","","40","22","0","pass"
"w96665888","way","96665888","playable","major_area","3","represented","area:w96665888","area:w96665888:x_0__z_0","x_0__z_0","direct","","","","","16","8","0","pass"
"w96665901","way","96665901","playable","major_area","4","represented","area:w96665901","area:w96665901:x_-1__z_-2;area:w96665901:x_-1__z_-3","x_-1__z_-3;x_-1__z_-2","direct","","","","","34","16","0","pass"
"w96665914","way","96665914","playable","major_area","5","represented","area:w96665914","area:w96665914:x_-1__z_2;area:w96665914:x_-1__z_3;area:w96665914:x_0__z_2","x_-1__z_2;x_-1__z_3;x_0__z_2","direct","","","","","83","49","0","pass"
"w96665934","way","96665934","playable","major_area","3","represented","area:w96665934","area:w96665934:x_-1__z_0;area:w96665934:x_0__z_0","x_-1__z_0;x_0__z_0","direct","","","","","22","10","0","pass"
"w96698621","way","96698621","playable","major_area","4","represented","area:w96698621","area:w96698621:x_0__z_-2","x_0__z_-2","direct","","","","","92","44","0","pass"
"w96698661","way","96698661","playable","major_area","2","represented","area:w96698661","area:w96698661:x_0__z_0;area:w96698661:x_1__z_0","x_0__z_0;x_1__z_0","direct","","","","","70","36","0","pass"
"w96698665","way","96698665","playable","major_area","2","represented","area:w96698665","area:w96698665:x_-1__z_-1","x_-1__z_-1","direct","","","","","54","24","0","pass"
"w99060801","way","99060801","playable","major_area","2","represented","area:w99060801","area:w99060801:x_-1__z_-2;area:w99060801:x_-1__z_-3;area:w99060801:x_0__z_-2;area:w99060801:x_0__z_-3","x_-1__z_-3;x_-1__z_-2;x_0__z_-3;x_0__z_-2","direct","","","","","154","64","0","pass"
"w99060807","way","99060807","playable","major_area","2","represented","area:w99060807","area:w99060807:x_-1__z_-2","x_-1__z_-2","direct","","","","","226","90","0","pass"
"w109022547","way","109022547","playable","major_area","5","represented","area:w109022547","area:w109022547:x_1__z_-1;area:w109022547:x_1__z_-2","x_1__z_-2;x_1__z_-1","direct","","","","","107","47","0","pass"
"w109022552","way","109022552","playable","major_area","1","represented","area:w109022552","area:w109022552:x_0__z_2","x_0__z_2","direct","","","","","28","14","0","pass"
"w133809962","way","133809962","playable","major_area","1","represented","area:w133809962","area:w133809962:x_1__z_-1;area:w133809962:x_1__z_-2","x_1__z_-2;x_1__z_-1","direct","","","","","69","35","0","pass"
"w133809964","way","133809964","playable","major_area","3","represented","area:w133809964","area:w133809964:x_-1__z_0;area:w133809964:x_0__z_0","x_-1__z_0;x_0__z_0","direct","","","","","97","47","0","pass"
"w269856850","way","269856850","playable","major_area","5","represented","area:w269856850","area:w269856850:x_1__z_1;area:w269856850:x_2__z_1","x_1__z_1;x_2__z_1","direct","","","","","119","55","0","pass"
"w291189336","way","291189336","playable","building;major_area","3","represented","building:w291189336","building:w291189336:roof;building:w291189336:wall","x_-1__z_2","direct","osm_height","10","","","156","86","86","pass"
"w291189918","way","291189918","playable","building;major_area","2","represented","building:w291189918","building:w291189918:roof;building:w291189918:wall","x_0__z_1","direct","default_6m","6","","","152","82","82","pass"
"w545387425","way","545387425","playable","major_area","3","represented","area:w545387425","area:w545387425:x_-1__z_-2","x_-1__z_-2","direct","","","","","26","12","0","pass"
"w545387428","way","545387428","playable","major_area","1","represented","area:w545387428","area:w545387428:x_1__z_2","x_1__z_2","direct","","","","","12","6","0","pass"
"w764313741","way","764313741","playable","building;major_area","4","represented","building:w764313741","building:w764313741:roof;building:w764313741:wall","x_0__z_-2","direct","default_6m","6","","","116","62","62","pass"
"w775796578","way","775796578","playable","major_area","2","represented","area:w775796578","area:w775796578:x_-2__z_0","x_-2__z_0","direct","","","","","98","46","0","pass"
"w775820810","way","775820810","playable","major_area","3","represented","area:w775820810","area:w775820810:x_0__z_-2;area:w775820810:x_0__z_-3;area:w775820810:x_1__z_-2;area:w775820810:x_1__z_-3","x_0__z_-3;x_0__z_-2;x_1__z_-3;x_1__z_-2","direct","","","","","466","188","0","pass"
"w775820811","way","775820811","playable","major_area","2","represented","area:w775820811","area:w775820811:x_-1__z_-1;area:w775820811:x_0__z_-1;area:w775820811:x_0__z_0","x_-1__z_-1;x_0__z_-1;x_0__z_0","direct","","","","","381","155","0","pass"
"w850003199","way","850003199","playable","major_area","1","represented","area:w850003199","area:w850003199:x_-1__z_3;area:w850003199:x_0__z_3","x_-1__z_3;x_0__z_3","direct","","","","","30","14","0","pass"
"w899364786","way","899364786","playable","major_area","2","represented","area:w899364786","area:w899364786:x_2__z_0;area:w899364786:x_2__z_1","x_2__z_0;x_2__z_1","direct","","","","","142","62","0","pass"
"w899364787","way","899364787","playable","major_area","1","represented","area:w899364787","area:w899364787:x_2__z_0","x_2__z_0","direct","","","","","127","53","0","pass"
"w1043836449","way","1043836449","playable","major_area","2","represented","area:w1043836449","area:w1043836449:x_0__z_-2;area:w1043836449:x_1__z_-2","x_0__z_-2;x_1__z_-2","direct","","","","","169","69","0","pass"
"w1061513876","way","1061513876","playable","major_area","1","represented","area:w1061513876","area:w1061513876:x_1__z_-1","x_1__z_-1","direct","","","","","34","16","0","pass"
"w1098437822","way","1098437822","playable","major_area","1","represented","area:w1098437822","area:w1098437822:x_-1__z_-1","x_-1__z_-1","direct","","","","","40","20","0","pass"
"w1098437829","way","1098437829","playable","major_area","1","represented","area:w1098437829","area:w1098437829:x_-1__z_-1","x_-1__z_-1","direct","","","","","26","12","0","pass"
"w1098437839","way","1098437839","playable","major_area","1","represented","area:w1098437839","area:w1098437839:x_-2__z_0","x_-2__z_0","direct","","","","","12","8","0","pass"
"w1098437845","way","1098437845","playable","major_area","1","represented","area:w1098437845","area:w1098437845:x_-2__z_0","x_-2__z_0","direct","","","","","16","8","0","pass"
"w1098437846","way","1098437846","playable","major_area","1","represented","area:w1098437846","area:w1098437846:x_-2__z_0","x_-2__z_0","direct","","","","","16","8","0","pass"
"w1098437861","way","1098437861","playable","major_area","1","represented","area:w1098437861","area:w1098437861:x_0__z_1","x_0__z_1","direct","","","","","34","16","0","pass"
"w1098437862","way","1098437862","playable","major_area","1","represented","area:w1098437862","area:w1098437862:x_0__z_0;area:w1098437862:x_0__z_1","x_0__z_0;x_0__z_1","direct","","","","","24","12","0","pass"
"w1098437863","way","1098437863","playable","major_area","1","represented","area:w1098437863","area:w1098437863:x_-1__z_0;area:w1098437863:x_-1__z_1;area:w1098437863:x_0__z_0;area:w1098437863:x_0__z_1","x_-1__z_0;x_-1__z_1;x_0__z_0;x_0__z_1","direct","","","","","22","10","0","pass"
"w1098437864","way","1098437864","playable","major_area","1","represented","area:w1098437864","area:w1098437864:x_-1__z_0","x_-1__z_0","direct","","","","","8","4","0","pass"
"w1098437865","way","1098437865","playable","major_area","1","represented","area:w1098437865","area:w1098437865:x_-1__z_0","x_-1__z_0","direct","","","","","12","6","0","pass"
"w1098437866","way","1098437866","playable","major_area","1","represented","area:w1098437866","area:w1098437866:x_-1__z_0","x_-1__z_0","direct","","","","","4","2","0","pass"
"w1098437867","way","1098437867","playable","major_area","1","represented","area:w1098437867","area:w1098437867:x_-1__z_0","x_-1__z_0","direct","","","","","16","8","0","pass"
"w1098437868","way","1098437868","playable","major_area","1","represented","area:w1098437868","area:w1098437868:x_-1__z_0","x_-1__z_0","direct","","","","","32","16","0","pass"
"w1098437869","way","1098437869","playable","major_area","1","represented","area:w1098437869","area:w1098437869:x_-1__z_0","x_-1__z_0","direct","","","","","12","6","0","pass"
"w1098437870","way","1098437870","playable","major_area","1","represented","area:w1098437870","area:w1098437870:x_-1__z_-1;area:w1098437870:x_-1__z_0;area:w1098437870:x_0__z_0","x_-1__z_-1;x_-1__z_0;x_0__z_0","direct","","","","","124","60","0","pass"
"w1098437871","way","1098437871","playable","major_area","1","represented","area:w1098437871","area:w1098437871:x_0__z_1","x_0__z_1","direct","","","","","12","6","0","pass"
"w1098437872","way","1098437872","playable","major_area","1","represented","area:w1098437872","area:w1098437872:x_0__z_1","x_0__z_1","direct","","","","","20","10","0","pass"
"w1098437879","way","1098437879","playable","major_area","1","represented","area:w1098437879","area:w1098437879:x_-1__z_1","x_-1__z_1","direct","","","","","26","16","0","pass"
"w1102656842","way","1102656842","playable","major_area","2","represented","area:w1102656842","area:w1102656842:x_1__z_-1","x_1__z_-1","direct","","","","","22","10","0","pass"
"w1102659944","way","1102659944","playable","major_area","1","represented","area:w1102659944","area:w1102659944:x_-1__z_-2;area:w1102659944:x_-1__z_-3;area:w1102659944:x_-2__z_-2;area:w1102659944:x_-2__z_-3","x_-2__z_-3;x_-2__z_-2;x_-1__z_-3;x_-1__z_-2","direct","","","","","162","94","0","pass"
"w1163035324","way","1163035324","playable","major_area","1","represented","area:w1163035324","area:w1163035324:x_-1__z_-3;area:w1163035324:x_-2__z_-3","x_-2__z_-3;x_-1__z_-3","direct","","","","","22","10","0","pass"
"w1252737732","way","1252737732","playable","major_area","3","represented","area:w1252737732","area:w1252737732:x_0__z_0;area:w1252737732:x_0__z_1;area:w1252737732:x_0__z_2;area:w1252737732:x_0__z_3;area:w1252737732:x_1__z_0;area:w1252737732:x_1__z_1;area:w1252737732:x_1__z_2;area:w1252737732:x_2__z_1","x_0__z_0;x_0__z_1;x_0__z_2;x_0__z_3;x_1__z_0;x_1__z_1;x_1__z_2;x_2__z_1","direct","","","","","1150","464","0","pass"
"w1252737734","way","1252737734","playable","major_area","1","represented","area:w1252737734","area:w1252737734:x_1__z_-1;area:w1252737734:x_1__z_0;area:w1252737734:x_2__z_-1;area:w1252737734:x_2__z_0","x_1__z_-1;x_1__z_0;x_2__z_-1;x_2__z_0","direct","","","","","295","135","0","pass"
"w1252737739","way","1252737739","playable","major_area","1","represented","area:w1252737739","area:w1252737739:x_0__z_-2;area:w1252737739:x_1__z_-2","x_0__z_-2;x_1__z_-2","direct","","","","","32","16","0","pass"
"w1252737750","way","1252737750","playable","major_area","3","represented","area:w1252737750","area:w1252737750:x_-1__z_-1;area:w1252737750:x_-1__z_0;area:w1252737750:x_-1__z_1;area:w1252737750:x_0__z_-1;area:w1252737750:x_0__z_0;area:w1252737750:x_0__z_1;area:w1252737750:x_0__z_2;area:w1252737750:x_1__z_0","x_-1__z_-1;x_-1__z_0;x_-1__z_1;x_0__z_-1;x_0__z_0;x_0__z_1;x_0__z_2;x_1__z_0","direct","","","","","1188","472","0","pass"
"w1252737754","way","1252737754","playable","major_area","1","represented","area:w1252737754","area:w1252737754:x_0__z_-1;area:w1252737754:x_1__z_-1;area:w1252737754:x_1__z_-2","x_0__z_-1;x_1__z_-2;x_1__z_-1","direct","","","","","148","62","0","pass"
"w1307988013","way","1307988013","playable","major_area","1","represented","area:w1307988013","area:w1307988013:x_-2__z_0","x_-2__z_0","direct","","","","","8","4","0","pass"
"w1428380753","way","1428380753","playable","major_area","1","represented","area:w1428380753","area:w1428380753:x_-1__z_1;area:w1428380753:x_-1__z_2;area:w1428380753:x_-2__z_1;area:w1428380753:x_-2__z_2","x_-2__z_1;x_-2__z_2;x_-1__z_1;x_-1__z_2","direct","","","","","307","129","0","pass"
"w1428380754","way","1428380754","playable","major_area","1","represented","area:w1428380754","area:w1428380754:x_-1__z_2;area:w1428380754:x_-1__z_3","x_-1__z_2;x_-1__z_3","direct","","","","","137","67","0","pass"
"w1428380755","way","1428380755","playable","major_area","1","represented","area:w1428380755","area:w1428380755:x_-1__z_3","x_-1__z_3","direct","","","","","66","34","0","pass"
"w1428380762","way","1428380762","playable","major_area","1","represented","area:w1428380762","area:w1428380762:x_-1__z_2","x_-1__z_2","direct","","","","","116","48","0","pass"
"w1428380764","way","1428380764","playable","major_area","1","represented","area:w1428380764","area:w1428380764:x_-1__z_3;area:w1428380764:x_0__z_2;area:w1428380764:x_0__z_3","x_-1__z_3;x_0__z_2;x_0__z_3","direct","","","","","121","55","0","pass"
"w1436064757","way","1436064757","playable","building;major_area","1","represented","building:w1436064757","building:w1436064757:roof;building:w1436064757:wall","x_-2__z_-1","direct","default_6m","6","","","95","55","55","pass"
"w1473022596","way","1473022596","playable","major_area","1","represented","area:w1473022596","area:w1473022596:x_-3__z_-2","x_-3__z_-2","direct","","","","","30","14","0","pass"
"r133347","relation","133347","playable","building","2","represented","building:r133347","building:r133347:roof;building:r133347:wall","x_0__z_1","direct","osm_levels","6","","","120","64","64","pass"
"r133351","relation","133351","playable","building","4","represented","building:r133351","building:r133351:roof;building:r133351:wall","x_-2__z_-2","direct","osm_levels","3","","","356","200","200","pass"
"r16681702","relation","16681702","playable","building","6","represented","building:r16681702","building:r16681702:roof;building:r16681702:wall","x_-1__z_2","direct","osm_height","20","","","522","304","304","pass"
"r19685981","relation","19685981","playable","building","1","represented","building:r19685981","building:r19685981:roof;building:r19685981:wall","x_-1__z_1","direct","osm_levels","18","","","176","96","96","pass"
"w24274434","way","24274434","playable","building","12","represented","building:w24274434","building:w24274434:roof;building:w24274434:wall","x_1__z_2","direct","osm_height","20","","","204","110","110","pass"
"w34313512","way","34313512","playable","building","5","represented","building:w34313512","building:w34313512:roof;building:w34313512:wall","x_0__z_0","direct","osm_height","10","","","84","42","42","pass"
"w34313513","way","34313513","playable","building","9","represented","building:w34313513","building:w34313513:roof;building:w34313513:wall","x_0__z_0","direct","osm_height","9","","","224","122","122","pass"
"w34313514","way","34313514","playable","building","3","represented","building:w34313514","building:w34313514:roof;building:w34313514:wall","x_0__z_1","direct","default_6m","6","","","200","110","110","pass"
"w34313515","way","34313515","playable","building","3","represented","building:w34313515","building:w34313515:roof;building:w34313515:wall","x_-1__z_1","direct","osm_height","11","","","206","108","108","pass"
